,dates,headline,section_name,abstract
0,2016-02-16T19:15:07+0000,Second Sedition Arrest in India as Former Lecturer Is Held,World,The arrest came just days after the police charged a student union president under the same obscure colonial-era law.
1,2014-10-26T21:51:37+0000,"As Ebola Spreads, Asia Senses Vulnerability",World,Senior officials in China and India have been scrambling to prepare their countries' medical systems to cope with possible cases.
2,2015-06-05T01:00:24+0000,What You Need to Know About MERS,World,The outbreak of Middle East respiratory syndrome in South Korea has raised fears about the disease’s potential for further contagion.
3,2015-09-29T20:33:43+0000,Taliban Presence in Afghanistan,World,"The Taliban took the northern city of Kunduz on Monday after a year of advancing toward the area. It is the first major city to fall to their control since 2001, but the insurgents continue to attack other areas throughout rural Afghanistan."
4,2014-10-13T17:16:46+0000,Ambush by the Taliban Kills 14 in Afghan Forces,World,The attack is part of a violent campaign that has taken a serious toll on soldiers and police officers across Afghanistan in recent months.
5,2015-01-07T02:52:39+0000,Effort on Ebola Hurt W.H.O. Chief,World,"Critics of Margaret Chan have said she lets governments around the world steer the W.H.O. to fit their own needs, instead of firmly taking the helm as the world’s doctor in chief."
6,2015-08-18T15:00:17+0000,Afghan Vice President Raises Concerns by Turning to Militias in Taliban Fight,World,"Vice President Abdul Rashid Dostum, a former warlord, has rallied his old fighters to battle the Taliban, but some residents say his militia is just as dangerous."
7,2014-12-26T11:32:22+0000,2 Drone Strikes in Pakistan Are Said to Kill 9 Militant Suspects,World,"The strikes in the northwest were believed to have been carried out by American aircraft, a Pakistani security official said."
8,2015-07-28T13:29:11+0000,Taliban Make Gains Across 3 Provinces in Afghanistan,World,"Over 100 police officers and other security personnel in the north have surrendered to the militants in the campaign, and scores of others have retreated."
9,2014-10-13T12:46:13+0000,W.H.O. Chief Calls Ebola Outbreak a ‘Crisis for International Peace’,World,"The virus’s spread in West Africa is “unquestionably the most severe acute public health emergency in modern times,” said Dr. Margaret Chan, the body’s director general."
0,2016-03-29T06:08:11+0000,Editor Says He Is Resigning Over Media Controls in China,World,"An editor at Southern Metropolis Daily posted a message online saying he could no longer “follow your surname,” a reference to the Communist Party."
1,2015-03-25T18:35:36+0000,Pakistani Army Begins Offensive to Drive Militants From Tirah Valley,World,"Dozens of pro-Taliban militants and at least 16 soldiers have died in fighting in the Tirah Valley, on the border with Afghanistan, officials said."
2,2016-03-09T05:22:01+0000,"Taiwan and Hainan at Risk of Zika Spread, Scientist Warns",World,"The two islands both have populations of the Aedes aegypti mosquito, which is believed to be the main carrier of the virus."
3,2014-10-23T09:26:52+0000,A Banner on a Hong Kong Landmark Speaks of Democracy and Identity,World,"The group that unfurled the banner, calling for free elections, from a prominent feature of the Hong Kong landscape said it was drawing attention to how the city was not just about money but also about spirit."
4,2015-06-03T09:21:33+0000,Fears of MERS Virus Prompt Broadening of Cautions in South Korea,World,"Officials nearly doubled the number of quarantined people, temporarily closed over 700 kindergartens and schools, and refused to identify the hospitals where infections had been confirmed."
5,2015-12-09T21:38:33+0000,"In Beijing, a Day Off School for Smog Is No Fun for Anyone",World,"Millions of families grappled with the unexpected closing of schools across China’s capital, which left parents searching for day care options and students facing additional homework."
6,2015-04-28T19:17:11+0000,Afghan Troops Rush to Kunduz Amid Taliban Assault,World,"A battalion of the Afghan National Army was reportedly surrounded by insurgents, and the government stripped troops from other provinces to reinforce a vital northern trade hub."
7,2016-03-23T19:50:51+0000,Face-Off Between Strongmen Exposes Afghanistan’s Political Rifts,World,"In Balkh Province, a dispute over billboard portraits has reignited tension between two old rivals, the vice president and the provincial governor."
8,2015-09-30T03:56:14+0000,"More Than 14 Years After U.S. Invasion, the Taliban Control Large Parts of Afghanistan",World,At least one-fifth of the country is controlled or contested by the Taliban.
9,2015-09-02T17:05:21+0000,Masked Gunmen Kidnap 17 Turkish Workers in Baghdad,World,"The abduction of 17 Turkish workers and their Iraqi translator from a construction site was seen by officials as the work of a criminal gang, not Islamic State militants."
0,2014-11-03T09:31:42+0000,Programmers Deploy Cellphone Game to Support Hong Kong Protests,World,"A Hong Kong-based mobile software company has created an app that allows people to indulge in both gaming and an interest in all things Occupy, featuring protesters facing off against thugs, police officers with tear gas and pepper spray, anti-Occupy demonstrators wearing blue ribbons and a character who resembles the city’s chief executive, Leung Chun-ying."
1,2016-03-03T04:53:22+0000,"Dick Bradsell, Bartender Who Helped Revive London Cocktail Scene, Dies at 56",World,Mr. Bradsell’s influence was felt throughout Britain and as far away as Australia thanks to bartenders trained by him or inspired by his creations.
2,2014-12-09T14:54:51+0000,Protesters and Police Clash Amid Vote in Northern India,World,"The third phase of voting in Jammu and Kashmir State, in contrast with the first two, was marked by a familiar pattern of limited turnout and stone-throwing."
3,2014-12-16T01:05:58+0000,A Plan to Limit Cars in Paris Collides With French Politics ,World,"The mayor of Paris, Anne Hidalgo, has proposed banning high-emission vehicles, particularly those that run on diesel, in the city’s center by 2020."
4,2016-02-24T22:47:50+0000,Labor Unrest Stirs in Russia as an Economic Chill Sets In,World,"In Nizhny Tagil, a city in the Ural Mountains, thousands of factory workers who once rallied behind Vladimir V. Putin in his campaign for the presidency now face idle assembly lines."
5,2015-09-17T15:00:41+0000,"Norway Again Embraces the Vikings, Minus the Violence",World,"“Rape and pillage are not part of the curriculum,” said the director of a government-funded course on how to live like a Norse warrior, though image redemption is."
6,2015-04-24T09:21:42+0000,Q. and A.: Henry Paulson on ‘Dealing With China’,World,"The former Treasury secretary talks about his new book, “Dealing With China,” and why the United States-China relationship matters."
7,2015-03-22T14:16:51+0000,1940: Passenger Who Didn’t Pay Fares Because of Tobacco Is Sued,World,Highlight from the International Herald Tribune archives: A woman refused to pay rail fares in 1940 because other passengers were smoking.
8,2015-11-11T14:30:22+0000,A City Choking on Cars Hopes Commuters Will Return to Two Wheels,World,"Facing pollution and traffic concerns, Beijing is proposing steps to encourage bicycling, re-embracing what has long been an integral part of China’s culture."
9,2014-10-11T14:05:53+0000,1912: The Trend of Modern Automobile Coachwork,World,Highlights from the International Herald Tribune archives: An engineer provides insights into trends in car design in 1912.
0,2015-04-29T12:27:20+0000,‘Furious 7’ Becomes China’s Most Successful Movie Ever,World,The latest installment in the “Fast and Furious” series brought in more money at the box office in China than in the United States.
1,2015-09-28T23:13:33+0000,Nepal Rations Fuel as Political Crisis With India Worsens,World,"Nepali officials said India was refusing to allow fuel trucks to cross the border because it objects to parts of Nepal’s new Constitution, a claim India denies."
2,2015-09-28T21:48:47+0000,Volkswagen Scandal Highlights European Stalling on New Emissions Tests,World,"The powerful automobile industry has blocked the introduction of tests that can better measure pollution, legislators and researchers say."
3,2016-01-05T00:43:21+0000,"Streets, if Not the Air, Clear Out as Delhi Tests Car Restrictions",World,"The experiment has riled many of the Indian capital’s elite even as its ability to reduce pollution remains unclear, with air quality still at “hazardous” levels Monday."
4,2015-04-30T18:25:39+0000,"In Iran, Fatal Porsche Crash Unleashes Middle-Class Anger at Elites",World,"The recent deaths of two youths in a Porsche earned scorn, not sympathy, in Iran, where luxury cars are symbols of growing inequality between the 1 percenters and the middle classes."
5,2014-12-16T12:07:49+0000,"In Beijing Temples, Clubs for the Wealthy",World,"Xinhua, the state-run news agency, reported on Monday that just blocks away from the Forbidden City, two temples — the Songzhu Temple and the Zhizhu Temple — have been converted into high-end clubs and private restaurants to cater to China’s big spenders."
6,2015-07-14T18:38:26+0000,"Iran Celebrates Nuclear Deal, Tempered by Cynicism and Hard-Liner Warnings",World,The celebrating began on Iran’s social media networks soon after the agreement was announced.
7,2014-11-21T19:42:05+0000,"Yangon’s Hero, Wielding Power of Stop and Go ",World,"As liberalization swamps Myanmar’s largest city with cars, a young police sergeant adept at managing the flow has been winning praise — and quite a few tips."
8,2014-12-22T02:31:22+0000,Trying to Save Russia’s Punch Line of a Car,World,"Russians ridicule their endangered Ladas, but also cherish them. So the Kremlin recruited a blunt Swedish-American executive with long experience in Detroit to overhaul the carmaker."
9,2015-04-21T01:02:54+0000,Uber Adds a Low-Tech Twist to Its Modern Business Model in India,World,Uber is adding auto rickshaws to the more modern transportation fleet it already has on the road in New Delhi.
0,2015-03-18T17:17:45+0000,Car Bomb Targeting Afghan Officials Kills 7 Civilians,World,"A huge explosion took place near the provincial governor’s offices in Lashkar Gah, the capital of Helmand Province."
1,2015-08-13T12:24:35+0000,Bomb Claimed by ISIS Kills Dozens in Baghdad,World,"The Islamic State claimed responsibility for the blast in the Shiite neighborhood of Sadr City, which came just after dawn as shoppers were stocking up for the weekend."
2,2015-01-05T18:22:54+0000,French Leader Urges End to Sanctions Against Russia Over Ukraine,World,"Backing Vladimir V. Putin into a corner will not work, President François Hollande of France said, reflecting sanctions fatigue among European officials."
3,2014-10-13T01:04:39+0000,President of Bolivia Claims Victory in Election ,World,President Evo Morales has been propelled by a buoyant economy and a sustained drop in poverty in what is of the poorest countries in Latin America.
4,2015-11-24T10:51:53+0000,"Militants Attack Hotel in Egypt’s Sinai Peninsula, Killing at Least 7",World,"Egypt’s Islamic State affiliate claimed responsibility for the assault at the hotel in El Arish, which was housing judges who were monitoring parliamentary elections."
5,2014-12-12T14:58:31+0000,"Palestinian Man Sprays Israeli Family and Hitchhiker With Acid, Israel Says",World,"The assailant was then shot and wounded by an Israeli passer-by, the Israeli military said. The family of six Israelis, who were driving in the West Bank, and the hitchhiker were slightly to moderately wounded."
6,2016-02-26T19:34:05+0000,Shabab Militants Claim Deadly Attack on Hotel in Somalia,World,"At least 10 people were killed and dozens were wounded in an attack on a hotel and public garden in Mogadishu. Security forces managed to stop militants from storming the building, officials said."
7,2015-01-07T04:34:41+0000,"On the Open Road, Signs of a Changing Cuba ",World,"A road trip across the island revealed a slowly changing Cuba — beautiful, tired and looking ahead."
8,2015-12-30T23:08:57+0000,Cellphone Contacts in Paris Attacks Suggest Foreign Coordination,World,Police reports that assailants in Paris were in cellphone contact with at least one person in Belgium during the attacks challenge the assumption that one of them was the chief planner.
9,2014-11-21T17:24:18+0000,"After Outcry, Britain Bars ‘Pickup Artist’ From Entering ",World,"The British government refused to grant a visa to Julien Blanc, a 25-year-old American, after a public outcry over his abusive techniques."
0,2015-01-08T07:47:37+0000,Police Hunt for Suspects in Paris Attack as Nation Mourns,World,"As French citizens mourned their dead, the authorities were carrying out an intense search for the brothers suspected of attacking a Paris newspaper."
1,2015-10-20T01:05:37+0000,Migrant Suffocations in Truck Near Hungary Reveal Tactics of Smugglers,World,The deaths of 71 migrants in a meat truck found in Austria raised questions about the cruelty of the smugglers and the desperation of their clients.
2,2014-11-13T16:08:35+0000,Car Bombs Explode in Eastern Libya,World,"A crowd surrounded burning vehicles in Tobruk, Libya, on Wednesday after two car bombs exploded near the Parliament."
3,2015-04-22T10:04:13+0000,Student Arrested on Suspicion of Planning Attack in France,World,"The unidentified 24-year-old, who is also accused of being involved in the killing of a woman, is suspected of targeting at least one church."
4,2015-03-08T23:49:49+0000,Netanyahu Comments Cast Doubt on Stance Toward Palestinians,World,"The prime minister vowed “no concessions” to the Palestinians and “no withdrawals,” casting doubt on his declared support for a two-state solution."
5,2016-01-18T05:35:21+0000,Charges Against Chinese Rights Lawyers Draw Foreign Criticism,World,"In a letter, the presidents of foreign bar associations and lawyers call the subversion charges part of an “unprecedented crackdown” on Chinese rights defenders."
6,2015-09-29T15:01:08+0000,Rise of Austrian Right Lengthens Shadow of Nazi Era,World,"Amid Europe’s refugee crisis, the far-right Freedom Party has made election gains with its anti-Islam message."
7,2015-10-29T13:41:16+0000,"Man Held in Berlin After Body, Believed to Be of Missing 4-Year-Old, Is Found in Car",World,The police said the suspect was being questioned in connection to the disappearance of a young asylum seeker who was separated from relatives outside the city’s main refugee registration center.
8,2014-11-28T17:09:47+0000,Indian Army Indicts 9 Soldiers in Killing of 2 Civilians in Kashmir,World,"The military had already acknowledged the shooting at a checkpoint as a mistake, but the move toward a court-martial was unusually swift."
9,2015-02-11T00:59:28+0000,"On YouTube, Vivid Evidence of War’s Horror in Ukraine",World,"The war in Ukraine can be viewed, in all its horror and brutality, by anyone with an Internet connection."
0,2015-07-12T21:02:56+0000,25 Killed in Suicide Bombing Outside U.S. Base in Afghanistan,World,"The victims were believed to be civilians in the attack near Camp Chapman in Khost Province, site of an bombing in 2009 that killed seven C.I.A. operatives."
1,2016-03-15T18:45:23+0000,"Blast Kills Driver of Car in Berlin, Police Say",World,"The police linked the explosion, which killed a Turkish man, to organized crime, and prosecutors said there was no connection to terrorism."
2,2016-01-04T15:04:12+0000,Denmark Steps Up Border Controls,World,"The Danish prime minister, Lars Lokke Rasmussen, announced increased vigilance at the border with Germany on Monday, hours after Sweden started checking train passengers arriving from Denmark."
3,2015-10-27T01:23:43+0000,Belgian Authorities See No Terror Link in Car Crash at Army Barracks,World,"A masked man who rammed his car into an army commando barracks set off panic in southern Belgium, but the defense minister said there were no reason to believe that terrorism was involved."
4,2015-09-02T15:27:04+0000,"Time-Worn Village in Moldova Springs Back to Life, Thanks to Port",World,"In 1999, in exchange for ceding a stretch of contested road to Ukraine, landlocked Moldova received a strip of land along the Danube River."
5,2015-06-24T08:30:28+0000,Deadly Clash Between Police and Ethnic Uighurs Reported in Xinjiang Region of China,World,"More than a dozen people were killed in the violence Monday, according to a Radio Free Asia report that was largely corroborated by local residents."
6,2014-10-24T13:52:54+0000,Japan Leader Faces Crisis Over Minister for Trade,World,Potentially damaging revelations surrounding the minister and one of his aides have added to pressure on Prime Minister Shinzo Abe.
7,2016-01-13T17:41:08+0000,Denmark Moves to Make Refugees Hand Over Valuables,World,"Under a proposed law, asylum seekers who arrive with more than about $1,450 in cash would have to give up belongings like gold and jewelry to finance their stay."
8,2014-11-21T02:27:49+0000,"2 Worlds of Hong Kong, and a Fatal Intersection ",World,The recent deaths of two women cast a spotlight on how impoverished housemaids are drawn to the city’s seedy bars to earn money through prostitution.
9,2014-10-22T02:22:49+0000,"In Hard-Drinking Sydney, Rowdy Beer Barns Make Way for Sleek Bars ",World,Changes in drinking laws have cleared the way for a gentrification of establishments in a city known for its beer-swilling pubs.
0,2015-06-01T14:05:21+0000,"Beijing Bans Public Smoking, but Enforcement Poses a Challenge",World,"State news media cheered the ban as necessary to protect the public from secondhand smoke, but many Beijing residents were skeptical that it would actually be enforced."
1,2014-10-04T16:24:38+0000,Ebola’s Cultural Casualty: Hugs in Hands-On Liberia,World,"As Ebola ravages West Africa, Liberians are losing an integral part of their culture, in which the double-cheek kiss was once the standard greeting."
2,2015-06-24T14:24:50+0000,Shabab Claim Responsibility for Deadly Car Bomb in Mogadishu,World,"At least two people were killed in the Somali capital when militants detonated a vehicle loaded with explosives and engaged in a firefight, witnesses and officials said."
3,2016-02-17T18:24:46+0000,A Deadly Car Bomb in Turkey's Capital,World,"An explosion near government buildings in Ankara, Turkey, killed dozens of people."
4,2016-01-19T01:54:20+0000,British Have a Go at Trump but Shy Away From a Ban,World,"Even as lawmakers condemned Mr. Trump during a three-hour debate in Parliament, they appeared to back away from the idea of barring him from entering the country. "
5,2015-07-18T00:49:14+0000,Iraq: Dozens Killed in Car Bombing at End of Ramadan,World,At least 50 people were killed in a suicide car bombing in a central marketplace in eastern Iraq on Friday.
6,2015-10-11T15:16:04+0000,"Iran Tests Long-Range Missile, Possibly Violating Nuclear Accord",World,Iran tested the guided missile hours before its Parliament approved the generalities of the nuclear agreement reached with six world powers in July.
7,2015-04-10T11:02:37+0000,Fan Dashes Across Track During Practice at Chinese Grand Prix,World,The man reportedly wanted to “try a car” and was detained by members of the security staff when he reached the Ferrari garage.
8,2015-04-01T01:22:23+0000,Azerbaijan Bars Entry to a Georgian Human Rights Worker,World,Giorgi Gogia of the group Human Rights Watch had planned to attend hearings in court cases of two other rights advocates.
9,2014-11-14T14:50:59+0000,"Mysterious Visitor, Clad in Fur, Puts Paris on Edge",World,"A large animal on the loose on the outskirts of Paris is not a tiger but another species of feline, news agencies reported."
0,2015-12-13T14:19:13+0000,Senegal Jarred by Fears of Militancy,World,"The authorities in Senegal, a Muslim nation that has remained free from violent extremism, fear the groups like Boko Haram are gaining sympathizers."
1,2015-03-17T09:42:28+0000,Myanmar Sentences 3 to Prison for Depicting Buddha Wearing Headphones,World,"A court in Yangon sentenced the three men to two-year terms, saying that the depiction, part of a promotion for a restaurant event, denigrated Buddhism."
2,2015-08-20T09:52:14+0000,Aftermath of Car Bomb in Cairo,World,A blast early Thursday morning tore through a local office of the Egyptian national security force in a working-class neighborhood of the capital.
3,2015-05-16T23:27:01+0000,"Hezbollah Deploys Weapon, a Press Tour, on the Syrian Front",World,"Hezbollah took journalists on a battlefield tour in Syria, seeking to counter the impression that its campaign is going badly after losses for its ally, Syria’s government."
4,2016-03-14T18:40:50+0000,Far-Right Party Emerges in Germany,World,"Germans discussed how the rise of Alternative for Germany, a far-right party opposed to Chancellor Angela Merkel's policy on allowing entry for migrants, reflected differing views in their country."
5,2014-11-20T16:09:29+0000,"1939: 7,000,000 More Cars Predicted on U.S. Highways",World,From the International Herald Tribune archives: A high increase in the number of automobiles and trucks on the highways of the United States is predicted in 1939.
6,2015-08-20T13:49:03+0000,1940: Stocking-Tearless Seat Tested,World,"From the International Herald Tribune archives: Manufacturer of new subway seats promises no more runs in stockings, in 1940."
7,2015-10-05T01:27:01+0000,"Fighting Resistance, a Mayor Strives to Ease Gridlock in a Brazilian Megacity",World,"Fernando Haddad’s efforts have unleashed a fierce debate over mobility, the utilization of public spaces and the limits of political power in São Paulo."
8,2015-12-14T16:50:02+0000,Palestinian Rams Car Into Crowd of Israelis at Jerusalem Bus Stop,World,"About a dozen people were injured and the attacker, a 21-year-old resident of East Jerusalem, was fatally shot before he exited his vehicle, the police said."
9,2015-09-24T00:57:49+0000,A Car Scandal Shoves Berlin Off High Ground,World,"Germany, known as obedient to rules, finds its identity shaken as its claim to moral leadership of Europe has been tarnished after repeatedly urging other nations to welcome migrants."
0,2015-02-22T19:31:53+0000,New Violence Belies Talk of Peace in Ukraine,World,Attacks spread as the main rebel group said it would pull heavy weapons back from the front lines.
1,2014-12-25T02:22:11+0000,"In Naples, Gift of Coffee to Strangers Never Seen ",World,"The Neapolitan tradition of “suspended coffee” — paying for two, drinking one and leaving the receipt for the other for a stranger — has spread around the world."
2,2016-01-08T22:29:46+0000,French Proposal to Strip Citizenship Over Terrorism Sets Off Alarms,World,"Critics say that the change, which would apply to dual citizens and is backed by a Socialist government tiptoeing to the right, would be un-French."
3,2015-10-20T16:31:45+0000,Reaction to Uber Driver’s Conviction,World,Lawyers spoke after an Indian court convicted a former driver of the ride-hailing service Uber of raping a female passenger in New Delhi in December.
4,2016-03-09T21:41:35+0000,Far-Right Outlook on Migrants in Germany,World,"Frauke Petry, a leader of the right-wing party Alternative for Germany, said that the situation with asylum-seekers in the country was causing “huge problems.”"
5,2015-11-03T17:12:01+0000,Lawyers React to Uber Driver's Sentence,World,"The prosecutor and defense counsel spoke after a man convicted of a rape in New Delhi in December — Shiv Kumar Yadav, a former Uber driver — was given a life sentence."
6,2016-01-10T19:11:16+0000,"An Uncertain New Chapter in Sinaloa, Home State of ‘El Chapo’",World,"To many residents in Sinaloa, where Joaquín Guzmán Loera was captured, he was and remains El Señor (the Lord), a mythical figure who inspires as much respect as fear."
7,2015-03-16T23:24:22+0000,Quirky $200 Million Art Venture Proves Just the Ticket for Tasmania,World,"David Walsh, owner and creator of the Museum of Old and New Art, describes his showplace as a “subversive adult Disneyland.”"
8,2014-10-14T01:05:42+0000,"For Syrian Kurds, a Refuge in Turkey but Not a Home",World,The refugees flooded the Turkish town of Suruc after their Syrian home came under attack by the Islamic State. But their haven now seems like a purgatory.
9,2014-10-06T19:21:22+0000,1964: Battle Imperils de Gaulle,World,Highlights from the International Herald Tribune archives: French President Charles de Gaulle gets caught up in a protest in Argentina in 1964.
0,2016-03-21T10:41:11+0000,Belgian Police Name Man Suspected of Being Salah Abdeslam’s Accomplice,World,"Najim Laachraoui was with Mr. Abdeslam, who is charged with terrorist murder over the Paris attacks, as they passed between Hungary and Austria in September."
1,2015-12-18T20:22:52+0000,Syria’s Treacherous Borderlands,World,There has been no easy way out for many of the more than four million Syrians who have fled their country since 2012.
2,2014-12-31T00:55:57+0000,Ebola Ravages Economies in West Africa,World,"In Sierra Leone, Guinea and Liberia, Ebola is not just affecting immune systems but also the bottom lines of businesses and governments."
3,2016-01-08T16:17:37+0000,Suspect in Tel Aviv Rampage Is Killed in a Shootout With Police,World,"The man suspected of killing three Israelis a week ago in a shooting rampage died on Friday in a shootout with the police in northern Israel, officials said."
4,2015-05-29T18:41:39+0000,ISIS Claims Deadly Car Bombings at Baghdad Hotels,World,"The bombings late Thursday night took place inside the parking lots within the tight security bubbles of two luxury hotels, killing 14 people."
5,2015-08-14T11:20:13+0000,Daylight Killing Brings Beijing District of Sanlitun Under Scrutiny,World,"The area is one of the capital’s most famous, an increasingly upscale place known for shopping, eating and drinking, but sometimes tinged with an edge of crime and violence."
6,2015-06-16T20:50:25+0000,Far-Right Parties Form Coalition in European Parliament,World,"The new bloc, which opposes immigration and big government, will be led by Marine Le Pen, the leader of France’s National Front."
7,2015-01-17T02:28:26+0000,Suspect Held in Disappearance of 43 Mexican Students,World,"Felipe Rodríguez Salgado, the leader of the criminal group that prosecutors believe killed the students, was being questioned."
8,2016-03-28T19:42:53+0000,Disruptions at Brussels Memorial,World,A memorial gathering in Brussels was disrupted Sunday when far-right protesters clashed with those honoring the victims of the March 22 attacks in the city. The police used water cannons to drive back the far-right protesters.
9,2016-03-24T20:53:17+0000,Ibrahim and Khalid el-Bakraoui: From Bank Robbers to Brussels Bombers,World,"The brothers, who were among three suicide bombers who carried out the Brussels attacks on Tuesday, had violent criminal records."
0,2015-05-24T01:05:59+0000,Saudis Say ISIS Ordered Suicide Bombing of Mosque ,World,"The suicide bombing on Friday killed at least 21 worshipers at a Shiite mosque in a town near Qatif, in the Eastern Province."
1,2015-08-03T00:37:30+0000,Israeli Justice in West Bank Is Seen as Often Uneven,World,An arson attack by a Jewish extremist that killed a Palestinian toddler came on the heels of stabbings by an ultra-Orthodox Jewish man in Jerusalem’s annual Gay Pride Parade.
2,2015-12-08T14:30:22+0000,Living a Frontier Dream on the Outskirts of China’s Capital,World,"On the outskirts of Beijing, more than 1,000 families have settled into a community modeled after an American frontier town, on streets with names like Aspen, Moose and Route 66."
3,2015-12-10T11:23:51+0000,Donald Trump Pushes Back at British Petition to Bar Him,World,The presidential candidate’s comments that Muslims should be barred from the United States prompted an online petition calling for him to be refused entry into Britain.
4,2015-05-30T00:31:52+0000,Iraq: 14 Are Killed in Hotel Bombings,World,"The Islamic State took responsibility on Friday for car bombings that struck two luxury hotels in Baghdad, which a security official said had killed 14 people."
5,2015-02-16T01:44:51+0000,"A Korean Auto-Racing Debacle, but Hope Around the Bend ",World,"A remote South Korean province’s $375 million experiment on Formula One has been a failure, but boosters say it has left a legacy: the seeds of a car-racing culture in the country."
6,2014-10-25T02:04:27+0000,"In French Port City, ‘a Real Psychosis’",World,"Resentment and fear have swept Calais, France, in the last year amid a new wave of migrants hoping to cross illegally to Britain, which they see as a better place than France to start a new life."
7,2015-03-09T20:53:53+0000,A Sinkhole at the Corvette Museum,World,"A huge sinkhole opened up in February 2014 at the National Corvette Museum in Bowling Green, Ky., swallowing eight rare and notable versions of the Chevrolet sports car."
8,2015-03-25T14:58:05+0000,Car Bomb Kills Several Near Kabul Taxi Stand,World,"At least seven people were killed and dozens injured in the attack, the authorities said."
9,2015-03-07T12:50:39+0000,Gunman Kills Five in Restaurant in Mali,World,"A ranking security official said Saturday morning that two people had been arrested in connection with the attack, for which a group of extremists are said to have claimed responsibility."
0,2015-04-14T00:42:56+0000,New Report on Washington Post Writer Seen as Prelude to Espionage Trial,World,"The Iranian news report was laden with innuendo and unattributed assertions about Jason Rezaian, a Washington Post correspondent jailed in Tehran since last year."
1,2016-02-14T15:00:14+0000,1941: U.S. Tells Citizens to Leave Far East,World,From the International Herald Tribune archive: The U.S. advises Americans to leave Asia in 1941.
2,2015-08-20T02:54:25+0000,Car Bomb Explodes Near a Security Building in Cairo,World,The blast was the latest in a series of attacks that have unnerved Egyptians and underscored the challenges facing the government in its campaign against Islamist militants.
3,2015-11-15T18:05:19+0000,Unraveling the Connections Among the Paris Attackers,World,As many as six of the assailants in the coordinated Islamic State terrorist assault in Paris were Europeans who had traveled to Syria.
4,2015-01-05T20:02:58+0000,"Fueled by Rotten Eggs, an Annual Mock Coup Mirrors Spain’s Mood",World,"The playful political upheaval is held in Ibi every year, but the satire has been imbued with outsize significance amid scores of fraud scandals around Spain."
5,2015-09-10T00:18:47+0000,Report Finds Most Nations Hinder Women,World,A World Bank study said 90 percent of the countries surveyed have at least one law that discriminates against women.
6,2015-08-20T19:23:10+0000,"Jean-Marie Le Pen, Co-Founder of National Front, Is Ousted From French Far-Right Party",World,"Jean-Marie Le Pen, who co-founded the National Front, was excluded on Thursday from the party following a disciplinary hearing."
7,2015-10-27T13:30:25+0000,Ukraine Ban on Russian Symbols Fuels Fight Over National Identity,World,Older Ukrainians seeking to preserve the past resist a law pushed through Parliament that requires the removal of all Communist-era names and symbols.
8,2015-07-11T08:00:40+0000,ISIS Claims Responsibility for Blast at Italian Consulate in Cairo,World,"The attack, which killed one person, was the first major bombing of a diplomatic mission in Egypt since the start of an insurgency nearly two years ago."
9,2015-11-28T15:49:39+0000,Prominent Kurdish Lawyer Is Killed in Southeast Turkey,World,"Tahir Elci, an outspoken human rights lawyer, and a police officer were killed by gunmen after he spoke at a news conference in Turkey’s Sur District."
0,2015-10-28T16:56:18+0000,Unrest Feared as Zanzibar Local Elections Are Annulled,World,"Officials cited voter fraud, improper interference and fistfights between election commissioners, but the opposition, which had claimed victory, suggested that it was being robbed."
1,2015-11-17T03:12:56+0000,"In Suspects’ Brussels Neighborhood, a History of Petty Crimes and Missed Chances",World,"Molenbeek, a known haven for extremists, was home to Ibrahim Abdeslam, who blew himself up in Paris. Although the authorities there had him in their sights, he slipped through their fingers."
2,2016-01-04T12:29:16+0000,Sweden and Denmark Add Border Checks to Stem Flow of Migrants,World,The moves by the two Scandinavian countries represented another step in the erosion of the ideal of borderless travel across most of the European Union.
3,2015-02-17T21:23:05+0000,Israeli Girl Injured in Palestinian Rock-Throwing Attack in 2013 Dies,World,"The 4-year-old girl, Adele Biton, died after severe pneumonia that relatives said was complicated by neurological trauma caused by the attack."
4,2016-02-19T20:24:24+0000,Price of Gas Skyrockets in Venezuela (to 38 Cents a Gallon),World,"While the price, about 10 cents per liter, is still far below world rates, for drivers here it is an essential shift from paying basically nothing."
5,2015-12-12T01:20:14+0000,What Italian Drone Pilots See as They Scan Iraq for Militants,World,"Studying Iraq from above, drone operators can see some potential targets in enough detail to distinguish children from adults."
6,2016-03-13T17:05:16+0000,16 Killed in Terrorist Attack on Resort Hotels in Ivory Coast,World,"The assault in Grand-Bassam, a popular seaside resort, pierced the national calm that has prevailed in recent years. Six terrorists were also reported dead."
7,2015-02-09T16:25:09+0000,1965: France Bars Malcolm X,World,Highlights from the International Herald Tribune archives: France bars Malcolm X from speaking in 1965.
8,2014-10-22T12:07:21+0000,China Putting on Its Shiniest Face for Economic Summit,World,"Now that China is the world’s second-largest economy, its leaders have proved willing to throw some cash around to ensure this year’s APEC summit meeting fully represents the country’s transformation into an economic giant and important geopolitical player."
9,2014-10-01T20:41:02+0000,ISIS Takes a Kurdish Village in Syria as Car Bombs Kill Dozens in Homs ,World,"Islamic State militants swept into a Kurdish village near the Turkish border, while in the western Syrian city of Homs, twin car bombings killed at least 45 people."
0,2014-11-19T01:29:56+0000,"Jewish Victims, All From One Jerusalem Street, Were a Congregation’s ‘Wise Scholars’",World,"Four Jewish men killed Tuesday while praying at their neighborhood synagogue all lived on the same block, and three were rabbis — one the scion of a celebrated Hasidic dynasty."
