,dates,headline,section_name,abstract
1,2016-11-29T15:11:17+0000,Hong Kong Appears Ready to Bar a Third Lawmaker Over Oath,World,"The move signaled a possible escalation of a campaign against a separatist movement, even though the legislator had not called for independence."
2,2017-05-02T00:44:47+0000,Echoes of Colonial Conflict in Algeria Reverberate in French Politics,World,A midcentury war began a crisis of identity and integration that is playing out in France’s battle for the presidency.
3,2016-12-14T15:37:08+0000,Admiral Harris on Asia-Pacific Commitment,World,"Adm. Harry B. Harris, the head of the United States Pacific Command, said on Wednesday that there will be no changes in the country's commitment to Asia-Pacific under the Trump administration."
4,2016-04-05T16:24:41+0000,Nigerians Wait in Long Lines for Fuel,World,A fuel shortage in sub-Saharan Africa’s top oil-producing country of Nigeria resulted in motorists spending many hours in lines to fill up their tanks.
5,2016-02-17T22:54:37+0000,Turkish Official Describes Attack,World,"Deputy Prime Minister Numan Kurtulmus of Turkey confirmed that several people were killed, both civilians and soldiers, when a car bomb exploded in the capital, Ankara."
6,2016-05-14T00:38:20+0000,"Surveying Fire-Ravaged Fort McMurray, Justin Trudeau Praises Responders",World,"As a wildfire threat recedes, the prime minister takes a tour of the scorched community, and pledges speedy federal assistance."
7,2016-01-19T19:20:34+0000,Aftermath of Bus Crash in Peru,World,"A passenger bus fell into a river in the town of San Felix in the Chanchamayo Province of Peru on Monday, killing several people. The bus was heading to the jungle city of Pichanaki from Huancayo, according to Peru Reports."
8,2017-02-04T10:00:40+0000,Not ‘Lone Wolves’ After All: How ISIS Guides World’s Terror Plots From Afar,World,"Terrorism planners in Syria and Iraq are using messaging apps to enable attacks across the world, right down to picking the targets and finding the guns."
9,2016-06-06T14:11:15+0000,"After Okinawa Car Crash, U.S. Prohibits Its Sailors in Japan From Drinking",World,"The roughly 19,000 Navy personnel in the country were also confined to their bases after a sailor thought to have been inebriated was involved in a car accident."
0,2017-07-21T07:25:52+0000,Minneapolis Police Shooting of Australian Woman: What Is Known So Far,World,"Here are some major questions about the fatal police shooting of Justine Damond, an unarmed Australian woman who had called 911."
1,2017-05-18T22:44:12+0000,"In Video, Erdogan Watches as His Guards Clash With Protesters",World,"From his Mercedes, President Erdogan watched his supporters and security forces launch a brutal attack on protesters outside his envoy’s residence."
2,2017-02-21T18:48:49+0000,"Danes Fighting for ISIS Were Paid Welfare Benefits, Government Says",World,"Denmark said a number of citizens receiving government pensions had traveled to Syria to take up arms for ISIS, as anti-immigration sentiment grew."
3,2017-10-16T21:16:24+0000,"After Anti-Gay Crackdown in Chechnya, a Witness Steps Forward",World,"The witness, Maksim G. Lapunov, who says he was abducted and beaten by the police, has filed a formal complaint with the authorities and publicly identified himself."
4,2016-11-01T13:22:11+0000,"A Toddler Dies as Her Mother Checks Her Phone, and China Wrings Its Hands",World,Chinese social media users have been in an uproar over a 2-year-old killed by an S.U.V. while her mother was distracted by a smartphone.
5,2016-10-11T18:31:17+0000,‘Clown Hysteria’ Spreads to Britain,World,"A mix of childish pranks and more serious menacing appears to have migrated from the United States, leading to anti-clown patrols in parts of Britain."
6,2016-05-19T12:05:48+0000,Accusations of Brutality Cast Harsh Light on Chinese Police,World,"After a man died in custody this month, two men in Lanzhou, the capital of Gansu Province, said they were beaten after filming misbehavior by officers."
7,2016-04-21T21:39:11+0000,"6 Pakistani Army Officers, Linked to Corruption, Are Dismissed",World,"The purge was seen as a signal to Prime Minister Nawaz Sharif that since the military was coming clean on wrongdoing, he should, too."
8,2016-03-13T18:47:25+0000,"Explosion in Ankara Kills at Least 34, Turkish Officials Say",World,"The blast in Turkey’s capital, less than a month after a bombing on a military convoy in the city, was believed to have been caused by a car bomb."
9,2017-09-01T16:42:44+0000,"Blunting the Far Right, Merkel Gains as German Election Nears",World,"Once vulnerable, the chancellor has opened a big lead in polls by taking away from her opponents the issue that had animated them: immigration."
0,2016-11-12T10:01:49+0000,"In Paris, the Spirit of the Cafe Rises",World,The carnage at La Belle Équipe was the worst of any at bars and cafes the night of the Paris terrorist attacks a year ago. Listen to the owner explain why he reopened five months after 19 people died there.
1,2017-10-09T21:29:08+0000,Catalonia Independence Fight Produces Some Odd Bedfellows,World,"The anarchists, free marketeers and social democrats united in a quest for sovereignty agree on little else, which could become a problem."
2,2016-08-04T07:02:38+0000,"China’s Straddling Bus, on a Test Run, Floats Above the Streets",World,"A colossal, street-straddling bus came a step closer to reality this week, when a prototype went for a trial run of a few hundred yards."
3,2016-11-09T08:41:22+0000,"For Russia and Putin, a Surprise Gift From America",World,"In some ways, the election’s outcome was less important to President Vladimir V. Putin than the chance for Moscow to use the campaign as evidence of Western decline."
4,2016-01-12T13:58:35+0000,Iranian Official Denies That Nuclear Reactor Was Sealed,World,The country’s deputy nuclear chief said a report that technicians had removed the core of the country’s heavy-water reactor and poured concrete into the cavity was baseless.
5,2017-05-07T09:25:46+0000,"The French Election, in Pictures",World,"Voters faced the starkest of choices in the second round of the presidential election, with many expected to support neither Emmanuel Macron nor Marine Le Pen."
6,2017-05-07T23:49:20+0000,Emmanuel Macron Delivers Victory Speech,World,"France's president-elect spoke at the Louvre after defeating the far-right candidate, Marine Le Pen."
7,2017-02-13T09:50:38+0000,"At Kochi Biennale, Art Imitating Death: An Artist at Work",World,"The Kochi-Muziris Biennale is one of the largest exhibitions of contemporary art in India. Follow Yardena Kurulkar as she installs her work, “The Dance of Death.”"
8,2017-02-12T23:01:49+0000,Kashmiri Militants Killed in Gun Battle,World,"Villagers mourned Mudasir Ahmed, one of four suspected rebels killed in Redwani, in Indian-controlled Kashmir. Mr. Ahmed died in a 12-hour-long battle with Indian security forces."
9,2016-07-05T21:54:01+0000,"Jewish Settlers, Attacked, Needed Help. A Palestinian Doctor Didn’t Hesitate.",World,Dr. Ali Shroukh’s lifesaving efforts on a West Bank road have been hailed in Israel as inspirational in the face of months of increasing conflict.
0,2016-12-04T10:51:28+0000,Austria Rejects Far-Right Presidential Candidate Norbert Hofer,World,"Voters chose the former Green Party leader Alexander Van der Bellen, in a result that seemed to show the limits of Donald J. Trump’s populist tailwind."
1,2017-01-14T16:05:42+0000,"Warsaw Grapples With Gloomy, Gray Smog",World,The spike in air pollution was mainly driven by a cold snap that forced thousands of households to crank up poor quality heaters that burn things like coal and garbage.
2,2017-01-04T20:25:34+0000,"Accused of Looting Millions, Son of African Leader Stalls Trial",World,"The son, Teodoro Nguema Obiang Mangue of Equatorial Guinea, faces 10 years in prison if he is found guilty in his trial, now delayed until June."
3,2017-09-02T00:11:32+0000,Tal Afar After Liberation From ISIS: Battered but Still Standing,World,Iraqi commanders attributed the comparatively light damage to an escape corridor they had purposely left so the fighters would flee into the desert.
4,2017-04-04T07:08:07+0000,St. Petersburg Bomber Said to Be Man From Kyrgyzstan; Death Toll Rises,World,"Kyrgyz officials said Akbarzhon Dzhalilov, 22, was a member of the Uzbek minority in the southern city of Osh who had received Russian citizenship in 2011 through his father."
5,2017-03-08T14:30:31+0000,"Spanish Women, Advancing in Politics, Still Battle Sexism",World,"Though women have made progress and old-boy networks have fallen, the political establishment, known for sexual harassment, has been slow to adapt."
6,2016-05-23T14:43:12+0000,Austrian Far-Right Candidate Norbert Hofer Narrowly Loses Presidential Vote,World,"Mr. Hofer lost to Alexander Van der Bellen, a 72-year-old economics professor and former Green Party leader."
7,2016-10-25T18:48:55+0000,Mosul Fight Unleashes New Horrors on Civilians,World,The Islamic State is carrying out mass killings and using human shields. Refugees are being turned away over fears terrorist sleeper cells. Burning sulfur has sickened dozens.
8,2016-05-02T13:30:29+0000,"In China’s Northeast, a Daily Jostle for Jobs Produces Mostly Despair",World,"The wait at a labor market in Shenyang, a large city in northeastern China, drives workers to beg, worry about families, resort to dark humor and ignore billboards urging entrepreneurship."
9,2016-07-10T21:42:35+0000,Iranian Lawmakers’ Car Ambushed by Gunmen in Kurdish Region,World,"The two men were wounded, and the vehicle’s driver and a veterinarian traveling with them were killed, in an attack near Dalahu on Sunday."
0,2016-02-09T14:59:10+0000,"ISIS, in a First, Says It Was Behind Attack in Syrian Capital",World,"A car bomb tore up a vegetable market and a police officers’ club in the capital of Syria, striking an area that had been quiet for about two years."
1,2017-09-25T19:43:39+0000,"Germany’s Far Right Complicates Life for Merkel, and the E.U.",World,Political fragmentation and populism in Germany will make it harder for Angela Merkel to pair with President Emmanuel Macron of France to revitalize Europe.
2,2016-07-22T13:42:23+0000,1966: Brooklyn Negro Boy Shot Dead,World,From the archives of the International Herald Tribune: An 11-year-old boy is shot in Brooklyn in July 1966.
3,2016-08-01T00:23:17+0000,"Russia’s Acres, if Not Its Locals, Beckon Chinese Farmers",World,"With farmland in China scarce, migrants are crossing the border to lease large, unused tracts in the Far East, where many residents grumble about their presence and hard work."
4,2017-05-07T16:45:42+0000,Paris Braces for Election Result,World,"In the Marais, in the heart of Paris, Emmanuel Macron far outpolled Marine Le Pen in the first round. With the final round of voting underway, feelings there were unsettled."
5,2016-06-24T13:59:15+0000,Le Pen Promises ‘Frexit’ If Elected,World,"Marine Le Pen, the leader of France’s far-right National Front party, promised a French referendum on European Union membership if she is elected as the country's president next year."
6,2016-02-18T16:14:53+0000,Ankara Bombing Blamed on Kurds,World,"Prime Minister Ahmet Davutoglu of Turkey blamed Kurdish militia groups Y.P.G. (also known as P.Y.D.) and P.K.K., for Wednesday's car bombing that killed 28 people in the country's capital."
7,2016-08-21T08:30:37+0000,Syria’s Horrors Visit Turkey Again as Bomber Attacks Kurdish Wedding,World,"The suicide attack, which killed more than 50, is the deadliest in a string of bombings in Turkey as the war in Syria spills over the border."
8,2016-02-10T01:19:22+0000,Russia Presents Revised Claim of Arctic Territory to the United Nations,World,"The claim comes after a long effort to secure the territory, and mineral rights, to Arctic Ocean seabed, including an area under the North Pole."
9,2016-08-16T18:01:07+0000,Bus in Nepal Plunges Off Mountain,World,"A bus slipped off a narrow mountain road in Nepal, killing dozens of people on Monday. Many of them were survivors from last year’s earthquake."
0,2017-02-02T00:37:25+0000,"Lennart Nilsson, Photographer Who Unveiled the Invisible, Dies at 94",World,"An innovative Swede, his micro-cameras traced the development of an embryo in a celebrated 1965 photo spread in Life magazine."
1,2017-09-30T20:40:09+0000,"Engine Explodes on an Air France Plane, Forcing an Emergency Landing",World,"The plane bound for Los Angeles from Paris landed safely at a small airport in Labrador, Canada."
2,2016-06-28T02:46:28+0000,Elaborate Suicide Attack Hits Christian Village in Lebanon,World,"While bombings have hit Beirut and elsewhere during the Syrian war, such assaults have been rare in the area of Monday’s attack."
3,2017-05-07T23:07:36+0000,French Election: The Moment Macron Won,World,"In 360, witness the moment Emmanuel Macron was declared the next president of France. Mr. Macron, a centrist who supports the E.U., handily beat Marine Le Pen, the National Front's far-right leader."
4,2017-04-23T21:01:04+0000,Marine Le Pen Speaks to Supporters,World,The far-right National Front candidate said she had the immense responsibility to defend the French nation after she appeared set to advance to a runoff vote in the presidential election.
5,2016-03-02T14:30:31+0000,"Aboriginal Art, From an Isolated Part of Australia, Resonates Far",World,"Australia’s Tiwi painters, using traditional pigments, are at the heart of a school of Aboriginal art now exhibited in the United States and Europe."
6,2016-09-10T23:03:28+0000,"Putin, Admired by Donald Trump, Emphasizes Strength as Virtue",World,President Vladimir V. Putin shows skill at rallying the support of the Russian public no matter what the circumstances.
7,2017-03-14T01:34:07+0000,"Geert Wilders, a Rising Anti-Muslim Voice",World,"This is Geert Wilders, a far-right Dutch politician with aspirations to be the next prime minister of the Netherlands. He has compared the Quran to ""Mein Kampf"" and has called Moroccans ""scum."""
8,2016-05-25T18:49:59+0000,Israel Responds to New Defense Minister,World,Avigdor Lieberman of the far-right Yisrael Beiteinu party was announced as Israel’s new defense minister on Wednesday.
9,2016-05-22T18:56:32+0000,Candidates React to Tight Austrian Race,World,"Norbert Hofer of the far-right Freedom Party was in a virtual deadlock with his main rival, Alexander Van der Bellen, with just mail-in ballots remaining to be counted on Sunday."
0,2016-01-06T16:33:17+0000,E.U. Condemns North Korea Test,World,"Maja Kocijancic, a spokeswoman for the European Union's diplomatic service, said that, if confirmed, North Korea’s bomb test would be a ""grave violation"" of its international obligations."
1,2017-08-17T20:27:29+0000,Charlottesville Violence and Trump’s Reaction Draw Criticism Abroad,World,World leaders from Israel to Iran denounced the white supremacist violence in Charlottesville and expressed concern over the president’s reaction.
2,2016-07-20T09:32:59+0000,"Pavel Sheremet, Journalist in Ukraine, Is Killed in Car Bombing",World,"Mr. Sheremet, 44, was among several well-known reporters in Russia who moved to Ukraine, where restrictions on the news media are looser."
3,2016-04-15T13:48:48+0000,Carter on Security in South China Sea,World,"During his six-day trip to India and the Philippines this week, Ashton B. Carter, the secretary of defense, emphasized the importance of American military presence in the Asia-Pacific region."
4,2017-08-16T18:05:06+0000,"Next Door to War, an Indie Arab Band Sings of Defiance and Joy",World,"At an outdoor concert, a reporter learns why Mashrou’ Leila’s music is like air to its fans."
5,2016-10-09T12:02:55+0000,Attack by Palestinian Kills 2 Israelis in Jerusalem,World,"An attack near the national police headquarters was the latest in an area that has been the site of numerous knife, gun and car assaults over the last year."
6,2016-11-12T22:32:00+0000,Le Pen Hails Trump’s Victory,World,"Marine Le Pen, the leader of France’s far-right National Front party, spoke about the results of the American presidential election on Wednesday in Nanterre, near Paris."
7,2016-01-20T15:40:16+0000,Denmark’s New Front in Debate Over Immigrants: Children’s Lunches,World,"Pork has become the latest weapon in a fight to preserve national identity after Randers, Denmark, voted to require day care centers and kindergartens to include it on menus."
8,2017-01-04T19:11:49+0000,Mexicans Are the Nafta Winners? It’s News to Them,World,"Donald J. Trump likes to say the trade pact has helped Mexico at the expense of American workers. But for many Mexicans, life is the same struggle as ever."
9,2016-12-11T22:27:05+0000,Kurdish Militant Group Claims Responsibility for Deadly Istanbul Bombing,World,The Kurdistan Freedom Falcons said in a statement on Sunday that it had carried out the double suicide bombing in Turkey the night before that killed dozens and targeted the police.
0,2017-07-20T01:48:05+0000,"American Shooting, Australian Pain",World,"This week’s Australia Letter reflects on American policing and the case of Justine Damond, who was fatally shot Saturday by a Minneapolis police officer."
1,2016-07-24T18:22:38+0000,Syrian Refugee Arrested in Germany After Fatal Knife Attack,World,"The 21-year-old man, whose identity was not released, added to a week of violence in the country."
2,2016-07-01T14:01:25+0000,Does More Security at Airports Make Us Safer or Just Move the Targets?,World,"After the attack on Turkey’s largest airport, comparing airport security around the world."
3,2016-09-18T01:50:46+0000,On Syria's Border With Turkey,World,"Fattah Issa, 38, lives in Kobani, a city in northern Syria far from the front lines and controlled by Kurdish militias. An ethnic Kurd, he left a government job in Damascus as the country's crisis began."
4,2016-10-25T12:31:26+0000,"‘The Worst We Have Ever Seen’: Fewer Migrants, More Death",World,"Even though half as many people attempted to cross the Mediterranean this year as last, almost as many people have died."
5,2017-09-27T14:54:02+0000,"In Ukraine, a Huge Ammunition Depot Catches Fire",World,"One of the army’s largest storage sites caught fire, setting off tons of explosives. The authorities have blamed a drone for the attack."
6,2016-12-07T00:26:44+0000,"Like Trump, Europe’s Populists Win Big With Rural Voters",World,"Anti-establishment parties are on the move, tapping into rural discontent and exploiting rural resentments against urban residents viewed as elites."
7,2017-02-17T19:25:55+0000,A Wave of Grief and Anger After a Pakistani Shrine Is Bombed,World,"Protests and funerals dominate the day after more than 80 people were killed, with demonstrators faulting the government amid a string of attacks."
8,2016-09-15T10:21:47+0000,Train Crash in Pakistan Kills at Least 4,World,"A freight train was sitting idle after it had run over a man on the tracks, a senior official was quoted as saying by the news media, when a commuter train smashed into its rear."
9,2016-08-06T14:35:55+0000,Myanmar Measles Outbreak Kills 40 in Remote Villages,World,"All but five of the victims were under the age of 15, officials said Saturday."
0,2017-03-28T14:27:19+0000,"Engulfed in Battle, Mosul Civilians Run for Their Lives",World,"On the front lines of the fight against ISIS in west Mosul, a photojournalist for The Times documents the toll on Iraqis who have no safe way to escape."
1,2016-08-21T16:17:08+0000,1916: Thieves Mistaken for Film Actors,World,From the archives of the International Herald Tribune: Thieves in Detroit are mistaken for film actors in August 1916.
2,2016-11-14T13:42:49+0000,"Trump and Xi Jinping, China’s Leader, Hold Cordial First Phone Call",World,The president-elect skipped the harsh rhetoric on trade used in the campaign and predicted “one of the strongest relationships” for the U.S. and China.
3,2016-10-26T22:48:14+0000,Two Earthquakes Shake Up Central Italy,World,"The earthquakes damaged buildings in several towns, two months after a quake killed nearly 300 people in the country."
4,2016-07-13T22:37:29+0000,Zimbabwe Court Frees Pastor Detained Over Protests Against Mugabe,World,"A court ruled that the state’s efforts to increase the severity of charges against the pastor, the Rev. Evan Mawarire, were unconstitutional."
5,2016-01-03T20:50:37+0000,Hunt for Gunmen Continues at Air Base Near India-Pakistan Border,World,Nearly a dozen people have been killed in fighting between armed gunmen and Indian security forces at the base near India’s border with Pakistan. No group has claimed responsibility for the attack yet.
6,2016-05-23T03:18:13+0000,How Far Is Europe Swinging to the Right?,World,Right-wing parties have been achieving electoral success in a growing number of nations.
